iata,airport,city,state,country,man_res,runways,gates
HSB,Harrisburg-Raleigh,Harrisburg,IL,USA,1764,1764,1764
HSE,Billy Mitchell,Hatteras,NC,USA,1765,1765,1765
HSI,Hastings Municipal,Hastings,NE,USA,1766,1766,1766
HSL,Huslia,Huslia,AK,USA,1767,1767,1767
HSP,Ingalls ,Hot Springs,VA,USA,1768,1768,1768
HSR,Hot Springs Municipal,Hot Springs,SD,USA,1769,1769,1769
HSV,Huntsville International ,Huntsville,AL,USA,1770,1770,1770
HTH,Hawthorne Municipal,Hawthorne,NV,USA,1771,1771,1771
HTL,Roscommon County,Houghton Lake,MI,USA,1772,1772,1772
HTO,East Hampton,East Hampton,NY,USA,1773,1773,1773
HTS,Tri-State/Walker-Long ,Huntington,WV,USA,1774,1774,1774
HTW,"Lawrence County Airpark,Inc",Chesapeake,OH,USA,1775,1775,1775
HUF,Terre Haute International-Hulman ,Terre Haute,IN,USA,1776,1776,1776
HUL,Houlton International,Houlton,ME,USA,1777,1777,1777
HUM,Houma-Terrebonne,Houma,LA,USA,1778,1778,1778
HUS,Hughes,Hughes,AK,USA,1779,1779,1779
HUT,Hutchinson Municipal,Hutchinson,KS,USA,1780,1780,1780
HVC,Hopkinsville-Christian County,Hopkinsville,KY,USA,1781,1781,1781
HVE,Hanksville,Hanksville,UT,USA,1782,1782,1782
HVN,Tweed-New Haven,New Haven,CT,USA,1783,1783,1783
HVR,Havre City-County,Havre,MT,USA,1784,1784,1784
HVS,Hartsville Municipal,Hartsville,SC,USA,1785,1785,1785
HWD,Hayward Executive,Hayward,CA,USA,1786,1786,1786
HWI,Hawk Inlet SPB,Hawk Inlet,AK,USA,1787,1787,1787
HWO,North Perry,Hollywood,FL,USA,1788,1788,1788
HWQ,Wheatland County  At Harlowton,Harlowton,MT,USA,1789,1789,1789
HWV,Brookhaven,Shirley,NY,USA,1790,1790,1790
HXD,Hilton Head,Hilton Head Island,SC,USA,1791,1791,1791
HXF,Hartford Municipal,Hartford,WI,USA,1792,1792,1792
HYA,Barnstable Mun Boardman/Polando ,Hyannis,MA,USA,1793,1793,1793
HYG,Hydaburg SPB,Hydaburg,AK,USA,1794,1794,1794
HYI,San Marcos Municipal,San Marcos,TX,USA,1795,1795,1795
HYL,Hollis SPB,Hollis,AK,USA,1796,1796,1796
HYR,Sawyer County,Hayward,WI,USA,1797,1797,1797
HYS,Hays Municipal,Hays,KS,USA,1798,1798,1798
HYW,Conway-Horry County,Conway,SC,USA,1799,1799,1799
HZD,Carroll County,Huntingdon,TN,USA,1800,1800,1800
HZE,Mercer County Regional,Hazen,ND,USA,1801,1801,1801
HZL,Hazleton Muni,Hazleton,PA,USA,1802,1802,1802
HZR,False River Air Park,New Roads,LA,USA,1803,1803,1803
HZY,Ashtabula County,Ashtabula,OH,USA,1804,1804,1804
I05,Sturgis Municipal,Sturgis,KY,USA,1805,1805,1805
I12,Sidney Municipal,Sidney,OH,USA,1806,1806,1806
I16,Kee ,Pineville,WV,USA,1807,1807,1807
I18,Jackson County,Ravenswood,WV,USA,1808,1808,1808
I19,Greene County,Dayton,OH,USA,1809,1809,1809
I22,Randolph County,Winchester,IN,USA,1810,1810,1810
I23,Fayette County,Washington Court House,OH,USA,1811,1811,1811
I25,Welch Muni,Welch,WV,USA,1812,1812,1812
I32,Morehead-Rowan County,Morehead,KY,USA,1813,1813,1813
I34,Greensburg-Decatur County ,Greensburg,IN,USA,1814,1814,1814
I35,Tucker-Guthrie Memorial,Harlan,KY,USA,1815,1815,1815
I39,Madison County,Richmond,KY,USA,1816,1816,1816
I40,Richard Downing,Coshocton,OH,USA,1817,1817,1817
I42,Paoli Municipal,Paoli,IN,USA,1818,1818,1818
I43,James A Rhodes,Jackson,OH,USA,1819,1819,1819
I50,Stanton,Stanton,KY,USA,1820,1820,1820
I57,Pike County,Waverly,OH,USA,1821,1821,1821
I63,Mt. Sterling Municipal,Mt. Sterling,IL,USA,1822,1822,1822
I66,Clinton ,Wilmington,OH,USA,1823,1823,1823
I67,Cincinnati West,Harrison,OH,USA,1824,1824,1824
I68,Lebanon-Warren County,Lebanon,OH,USA,1825,1825,1825
I69,Clermont County,Batavia,OH,USA,1826,1826,1826
I74,Grimes ,Urbana,OH,USA,1827,1827,1827
I75,Osceola Municipal,Osceola,IA,USA,1828,1828,1828
I76,Peru Municipal,Peru,IN,USA,1829,1829,1829
I78,Union County,Marysville,OH,USA,1830,1830,1830
I83,Salem Municipal,Salem,IN,USA,1831,1831,1831
I86,Perry County,New Lexington,OH,USA,1832,1832,1832
I88,Pontiac Municipal,Pontiac,IL,USA,1833,1833,1833
I93,Breckinridge County,Hardinsburg,KY,USA,1834,1834,1834
I95,Hardin County,Kenton,OH,USA,1835,1835,1835
IAD,Washington Dulles International,Chantilly,VA,USA,1836,1836,1836
IAG,Niagara Falls Intl,Niagara Falls,NY,USA,1837,1837,1837
IAH,George Bush Intercontinental,Houston,TX,USA,1838,1838,1838
IAN,Bob Baker Memorial,Kiana,AK,USA,1839,1839,1839
IBM,Robert E. Arraj ,Kimball,NE,USA,1840,1840,1840
ICL,Schenck ,Clarinda,IA,USA,1841,1841,1841
ICT,Wichita Mid-Continent,Wichita,KS,USA,1842,1842,1842
IDA,Idaho Falls Regional,Idaho Falls,ID,USA,1843,1843,1843
IDI,Indiana Cty/Jimmy Stewart,Indiana,PA,USA,1844,1844,1844
IDL,Indianola Municipal,Indianola,MS,USA,1845,1845,1845
IDP,Independence Municipal,Independence,KS,USA,1846,1846,1846
IEM,Whittier,Whittier,AK,USA,1847,1847,1847
IEN,Pine Ridge,Pine Ridge,SD,USA,1848,1848,1848
IER,Natchitoches Municipal,Natchitoches,LA,USA,1849,1849,1849
IFA,Iowa Falls Municipal,Iowa Falls,IA,USA,1850,1850,1850
IFP,Laughlin/Bullhead International,Bullhead City,AZ,USA,1851,1851,1851
IGG,Igiugig,Igiugig,AK,USA,1852,1852,1852
IGM,Kingman,Kingman,AZ,USA,1853,1853,1853
IGQ,Lansing Municipal,Chicago/Lansing,IL,USA,1854,1854,1854
IGT,Nightmute,Nightmute,AK,USA,1855,1855,1855
IIB,Independence Municipal,Independence,IA,USA,1856,1856,1856
IIK,Kipnuk,Kipnuk,AK,USA,1857,1857,1857
IIY,Washington-Wilkes County,Washington,GA,USA,1858,1858,1858
IJD,Windham,Willimantic,CT,USA,1859,1859,1859
IJX,Jacksonville Municipal,Jacksonville,IL,USA,1860,1860,1860
IKK,Greater Kankakee,Kankakee,IL,USA,1861,1861,1861
IKV,Ankeny Regional,Ankeny,IA,USA,1862,1862,1862
ILE,Killeen Municipal,Killeen,TX,USA,1863,1863,1863
ILG,New Castle County ,Wilmington,DE,USA,1864,1864,1864
ILI,Iliamna,Iliamna,AK,USA,1865,1865,1865
ILM,Wilmington International,Wilmington,NC,USA,1866,1866,1866
IML,Imperial Municipal,Imperial,NE,USA,1867,1867,1867
IMM,Immokalee,Immokalee,FL,USA,1868,1868,1868
IMS,Madison Municipal,Madison,IN,USA,1869,1869,1869
IMT,Ford,Iron Mountain/Kingsford,MI,USA,1870,1870,1870
IN03,Indianapolis Downtown,Indianapolis,IN,USA,1871,1871,1871
IND,Indianapolis International,Indianapolis,IN,USA,1872,1872,1872
INK,Winkler County,Wink,TX,USA,1873,1873,1873
INL,Falls International,International Falls,MN,USA,1874,1874,1874
INT,Smith Reynolds,Winston-Salem,NC,USA,1875,1875,1875
INW,Winslow-Lindbergh Regional,Winslow,AZ,USA,1876,1876,1876
IOB,Mt Sterling-Montgomery County,Mount Sterling,KY,USA,1877,1877,1877
IOW,Iowa City Municipal,Iowa City,IA,USA,1878,1878,1878
IPJ,Lincoln County,Lincolnton,NC,USA,1879,1879,1879
IPL,Imperial County,Imperial,CA,USA,1880,1880,1880
IPT,Williamsport-Lycoming Cty,Williamsport,PA,USA,1881,1881,1881
IRK,Kirksville Regional,Kirksville,MO,USA,1882,1882,1882
IRS,Kirsch Municipal,Sturgis,MI,USA,1883,1883,1883
ISM,Kissimmee Municipal,Orlando,FL,USA,1884,1884,1884
ISN,Sloulin Field International,Williston,ND,USA,1885,1885,1885
ISO,Kinston Regional Jetport At Stallin,Kinston,NC,USA,1886,1886,1886
ISP,Long Island - MacArthur,Islip,NY,USA,1887,1887,1887
ISQ,Schoolcraft County,Manistique,MI,USA,1888,1888,1888
ISW,Alexander ,Wisconsin Rapids,WI,USA,1889,1889,1889
ISZ,Cincinnati-Blue Ash,Cincinnati,OH,USA,1890,1890,1890
ITH,Tompkins Cty ,Ithaca,NY,USA,1891,1891,1891
ITO,Hilo International,Hilo,HI,USA,1892,1892,1892
ITR,Kit Carson County,Burlington,CO,USA,1893,1893,1893
IWA,Williams Gateway,Phoenix,AZ,USA,1894,1894,1894
IWD,Gogebic County,Ironwood,MI,USA,1895,1895,1895
IWH,Wabash Municipal,Wabash,IN,USA,1896,1896,1896
IWI,Wiscasset,Wiscasset,ME,USA,1897,1897,1897
IWK,Wales,Wales,AK,USA,1898,1898,1898
IWS,West Houston,Houston,TX,USA,1899,1899,1899
IXD,New Century Aircenter,Olathe,KS,USA,1900,1900,1900
IYK,Inyokern,Inyokern,CA,USA,1901,1901,1901
IYS,Wasilla,Wasilla,AK,USA,1902,1902,1902
IZA,Santa Ynez,Santa Ynez,CA,USA,1903,1903,1903
IZG,Eastern Slopes Regional,Fryeburg,ME,USA,1904,1904,1904
JAC,Jackson Hole,Jackson,WY,USA,1905,1905,1905
JAN,Jackson International,Jackson,MS,USA,1906,1906,1906
JAS,Jasper County -Bell ,Jasper,TX,USA,1907,1907,1907
JAU,Campbell County,Jacksboro,TN,USA,1908,1908,1908
JAX,Jacksonville International,Jacksonville,FL,USA,1909,1909,1909
JBR,Jonesboro Municipal,Jonesboro,AR,USA,1910,1910,1910
JCT,Kimble County,Junction,TX,USA,1911,1911,1911
JDN,Jordan,Jordan,MT,USA,1912,1912,1912
JEF,Jefferson City Memorial,Jefferson City,MO,USA,1913,1913,1913
JER,Jerome County,Jerome,ID,USA,1914,1914,1914
JES,Jesup-Wayne County,Jesup,GA,USA,1915,1915,1915
JFK,John F Kennedy Intl,New York,NY,USA,1916,1916,1916
JFX,Walker County,Jasper,AL,USA,1917,1917,1917
JHM,Kapalua,Lahaina,HI,USA,1918,1918,1918
JHW,Chautauqua Cty,Jamestown,NY,USA,1919,1919,1919
JKA,Jack Edwards,Gulf Shores,AL,USA,1920,1920,1920
JKJ,Moorhead Municipal ,Moorhead,MN,USA,1921,1921,1921
JKL,Julian Carroll,Jackson,KY,USA,1922,1922,1922
JLN,Joplin Regional,Joplin,MO,USA,1923,1923,1923
JMR,Mora Municipal,Mora,MN,USA,1924,1924,1924
JMS,Jamestown Municipal,Jamestown,ND,USA,1925,1925,1925
JNU,Juneau International,Juneau,AK,USA,1926,1926,1926
JNX,Johnston County,Smithfield,NC,USA,1927,1927,1927
JOT,Joliet Park District,Chicago/Joliet,IL,USA,1928,1928,1928
JQF,Concord Regional,Concord,NC,USA,1929,1929,1929
JRA,Port Authority-W 30th St Midtown Heliport,New York,NY,USA,1930,1930,1930
JRB,Downtown Manhattan/Wall St. Heliport,New York,NY,USA,1931,1931,1931
JRF,Kalaeloa (John Rodgers ),Kapolei,HI,USA,1932,1932,1932
JSO,Jacksonville-Cherokee County,Jacksonville,TX,USA,1933,1933,1933
JST,Johnstown-Cambria Cty,Johnstown,PA,USA,1934,1934,1934
JVL,Rock County,Janesville,WI,USA,1935,1935,1935
JVY,Clark County,Jeffersonville,IN,USA,1936,1936,1936
JWG,Watonga,Watonga,OK,USA,1937,1937,1937
JWN,John C. Tune,Nashville,TN,USA,1938,1938,1938
JXN,Jackson County Reynolds ,Jackson,MI,USA,1939,1939,1939
JYG,St James Municipal,St James,MN,USA,1940,1940,1940
JYL,Plantation Airpark,Sylvania,GA,USA,1941,1941,1941
JYM,Hillsdale Municipal,Hillsdale,MI,USA,1942,1942,1942
JYO,Leesburg Executive ,Leesburg,VA,USA,1943,1943,1943
JYR,Municipal,York,NE,USA,1944,1944,1944
JZI,Charleston Executive,Charleston,SC,USA,1945,1945,1945
JZP,Pickens County,Jasper,GA,USA,1946,1946,1946
JZZ,Koliganek,Koliganek,AK,USA,1947,1947,1947
K01,Farington ,Auburn,NE,USA,1948,1948,1948
K02,Perryville Municipal,Perryville,MO,USA,1949,1949,1949
K06,Greater Beardstown,Beardstown,IL,USA,1950,1950,1950
K09,Piseco Muni,Piseco,NY,USA,1951,1951,1951
K15,Linn Creek-Grand Glaize Memorial,Osage Beach,MO,USA,1952,1952,1952
K20,Wendell H. Ford,Hazard,KY,USA,1953,1953,1953
K22,Big Sandy Regional,Prestonburg,KY,USA,1954,1954,1954
K24,Russell County,Jamestown,KY,USA,1955,1955,1955
K29,Council,Council,AK,USA,1956,1956,1956
K33,Salem Memorial,Salem,MO,USA,1957,1957,1957
K34,Municipal,Gardner,KS,USA,1958,1958,1958
K39,St Clair Memorial,St Clair,MO,USA,1959,1959,1959
K46,Blair Municipal,Blair,NE,USA,1960,1960,1960
K54,Teller,Teller,AK,USA,1961,1961,1961
K57,Gould Peterson Municipal,Tarkio,MO,USA,1962,1962,1962
K59,Amelia Earhart,Atchison,KS,USA,1963,1963,1963
K61,Moritz Memorial,Beloit,KS,USA,1964,1964,1964
K62,Falmouth Pendleton County,Falmouth,KY,USA,1965,1965,1965
K67,Oswego Municipal,Oswego,KS,USA,1966,1966,1966
K68,Garnett Municipal,Garnett,KS,USA,1967,1967,1967
K78,Abilene Municipal,Abilene.,KS,USA,1968,1968,1968
K81,Miami County,Paola,KS,USA,1969,1969,1969
K82,Smith Center Municipal,Smith Center,KS,USA,1970,1970,1970
K83,Sabetha Municipal,Sabetha,KS,USA,1971,1971,1971
K88,Allen County,Iola,KS,USA,1972,1972,1972
K89,Macon-Fower Memorial,Macon,MO,USA,1973,1973,1973
K96,Tuscola,Tuscola,IL,USA,1974,1974,1974
KAE,Kake SPB,Kake,AK,USA,1975,1975,1975
KAL,Kaltag,Kaltag,AK,USA,1976,1976,1976
KCC,Coffman Cove SPB,Coffman Cove,AK,USA,1977,1977,1977
KCL,Chignik Lagoon,Chignik Flats,AK,USA,1978,1978,1978
KEB,English Bay,English Bay,AK,USA,1979,1979,1979
KEK,Ekwok,Ekwok,AK,USA,1980,1980,1980
KFP,False Pass,False Pass,AK,USA,1981,1981,1981
KGX,Grayling,Grayling,AK,USA,1982,1982,1982
KIB,Ivanof Bay SPB,Ivanof Bay,AK,USA,1983,1983,1983
KIC,Mesa Del Rey,King City,CA,USA,1984,1984,1984
KKA,Koyuk,Koyuk,AK,USA,1985,1985,1985
KKB,Kitoi Bay SPB,Kitoi Bay,AK,USA,1986,1986,1986
KLG,Kalskag,Kalskag,AK,USA,1987,1987,1987
KLL,Levelock,Levelock,AK,USA,1988,1988,1988
KLS,Kelso-Longview,Kelso,WA,USA,1989,1989,1989
KNB,Kanab Muni,Kanab,UT,USA,1990,1990,1990
KNW,Stuyahok,New Stuyahok,AK,USA,1991,1991,1991
KOA,Kona International At Keahole,Kailua/Kona,HI,USA,1992,1992,1992
KPB,Point Baker SPB,Point Baker,AK,USA,1993,1993,1993
KPH,Pauloff Harbor SPB,Pauloff Harbor,AK,USA,1994,1994,1994
KQA,Akutan SPB,Akutan,AK,USA,1995,1995,1995
KSM,St. Mary's,St. Mary's,AK,USA,1996,1996,1996
KTB,Thorne Bay,Thorne Bay,AK,USA,1997,1997,1997
KTN,Ketchikan International,Ketchikan,AK,USA,1998,1998,1998
KTS,Brevig Mission,Brevig Mission,AK,USA,1999,1999,1999
KVC,King Cove,King Cove,AK,USA,2000,2000,2000
KVL,Kivalina,Kivalina,AK,USA,2001,2001,2001
KWT,Kwethluk,Kwethluk,AK,USA,2002,2002,2002
KXA,Kasaan SPB,Kasaan,AK,USA,2003,2003,2003
KYK,Karluk,Karluk,AK,USA,2004,2004,2004
KYU,Koyukuk,Koyukuk,AK,USA,2005,2005,2005
L04,Holtville,Holtville,CA,USA,2006,2006,2006
L05,Kern Valley,Kernville,CA,USA,2007,2007,2007
L06,Furnace Creek,Death Valley National Park,CA,USA,2008,2008,2008
L08,Borrego Valley,Borrego Springs,CA,USA,2009,2009,2009
L12,Redlands Municipal,Redlands,CA,USA,2010,2010,2010
L15,Henderson,Las Vegas,NV,USA,2011,2011,2011
L17,Taft-Kern County,Taft,CA,USA,2012,2012,2012
L18,Fallbrook Community Airpark,Fallbrook,CA,USA,2013,2013,2013
L19,Wasco-Kern County,Wasco,CA,USA,2014,2014,2014
L26,Hesperia,Hesperia,CA,USA,2015,2015,2015
L31,Greater St. Tammany Parish ,Covington,LA,USA,2016,2016,2016
L35,Big Bear City,Big Bear,CA,USA,2017,2017,2017
L38,Louisiana Regional,Gonzales,LA,USA,2018,2018,2018
L39,Leesville,Leesville,LA,USA,2019,2019,2019
L42,Allen Parish,Oakdale,LA,USA,2020,2020,2020
L45,Bakersfield Municipal,Bakersfield,CA,USA,2021,2021,2021
L49,South Lafourche,Galliano,LA,USA,2022,2022,2022
L52,Oceano County,Oceano,CA,USA,2023,2023,2023
L67,Rialto Municipal ,Rialto,CA,USA,2024,2024,2024
L70,Agua Dulce Airpark,Agua Dulce,CA,USA,2025,2025,2025
L71,California City Municipal,California City,CA,USA,2026,2026,2026
L72,Trona,Trona,CA,USA,2027,2027,2027
L75,Southland ,Sulphur,LA,USA,2028,2028,2028
L83,Thibodaux Municipal,Thibodaux,LA,USA,2029,2029,2029
L84,Lost Hills-Kern County,Lost Hills,CA,USA,2030,2030,2030
L92,Alamo Landing ,Alamo,NV,USA,2031,2031,2031
LAA,Lamar Muni,Lamar,CO,USA,2032,2032,2032
LAF,Purdue University,Lafayette,IN,USA,2033,2033,2033
LAL,Lakeland Linder Regional,Lakeland,FL,USA,2034,2034,2034
LAM,Los Alamos,Los Alamos,NM,USA,2035,2035,2035
LAN,Capital City,Lansing,MI,USA,2036,2036,2036
LAR,Laramie Regional,Laramie,WY,USA,2037,2037,2037
LAS,McCarran International,Las Vegas,NV,USA,800,3,10
LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,2039,2039,2039
LAX,Los Angeles International,Los Angeles,CA,USA,2040,2040,2040
LBB,Lubbock International,Lubbock,TX,USA,2041,2041,2041
LBE,Arnold Palmer Regional,Latrobe,PA,USA,2042,2042,2042
LBF,North Platte Regional ,North Platte,NE,USA,2043,2043,2043
LBL,Liberal Municipal,Liberal,KS,USA,2044,2044,2044
LBO,Floyd W Jones Lebanon,Lebanon,MO,USA,2045,2045,2045
LBT,Lumberton Municipal,Lumberton,NC,USA,2046,2046,2046
LBX,Brazoria County,Angleton,TX,USA,2047,2047,2047
LCG,Wayne Municipal,Wayne,NE,USA,2048,2048,2048
LCH,Lake Charles Regional,Lake Charles,LA,USA,2049,2049,2049
LCI,Laconia Municipal,Laconia,NH,USA,2050,2050,2050
LCK,Rickenbacker International ,Columbus,OH,USA,2051,2051,2051
LCQ,Lake City Municipal,Lake City,FL,USA,2052,2052,2052
LDJ,Linden ,Linden,NJ,USA,2053,2053,2053
LDM,Mason County,Ludington,MI,USA,2054,2054,2054
LEB,Lebanon Municipal,Lebanon,NH,USA,2055,2055,2055
LEE,Leesburg Regional,Leesburg,FL,USA,2056,2056,2056
LEM,Lemmon Municipal,Lemmon,SD,USA,2057,2057,2057
LEW,Auburn-Lewiston Municipal,Auburn-Lewiston,ME,USA,2058,2058,2058
LEX,Blue Grass ,Lexington,KY,USA,2059,2059,2059
LFK,Lufkin-Angelina County,Lufkin,TX,USA,2060,2060,2060
LFT,Lafayette Regional,Lafayette,LA,USA,2061,2061,2061
LGA,LaGuardia,New York,NY,USA,2062,2062,2062
LGB,Long Beach (Daugherty ),Long Beach,CA,USA,2063,2063,2063
LGC,LaGrange-Callaway,Lagrange,GA,USA,2064,2064,2064
LGD,La Grande/Union County,La Grande,OR,USA,2065,2065,2065
LGU,Logan-Cache,Logan,UT,USA,2066,2066,2066
LHD,Lake Hood SPB,Anchorage,AK,USA,2067,2067,2067
LHM,Lincoln Regional ,Lincoln,CA,USA,2068,2068,2068
LHQ,Fairfield County,Lancaster,OH,USA,2069,2069,2069
LHV,Wm T Piper Memorial,Lock Haven,PA,USA,2070,2070,2070
LHX,La Junta Muni,La Junta,CO,USA,2071,2071,2071
LHZ,Franklin County,Louisburg,NC,USA,2072,2072,2072
LIC,Limon Municipal,Limon,CO,USA,2073,2073,2073
LIH,Lihue,Lihue,HI,USA,2074,2074,2074
LIT,Adams ,Little Rock,AR,USA,2075,2075,2075
LJF,Litchfield Municipal,Litchfield,MN,USA,2076,2076,2076
LKP,Lake Placid,Lake Placid,NY,USA,2077,2077,2077
LKR,Lancaster County,Lancaster,SC,USA,2078,2078,2078
LKU,Louisa County / Freeman ,Louisa,VA,USA,2079,2079,2079
LKV,Lake County,Lakeview,OR,USA,2080,2080,2080
LLJ,Challis,Challis,ID,USA,2081,2081,2081
LLQ,Monticello Municipal,Monticello,AR,USA,2082,2082,2082
LLU,Lamar Municipal,Lamar,MO,USA,2083,2083,2083
LMS,Louisville-Winston County,Louisville,MS,USA,2084,2084,2084
LMT,Klamath Falls International,Klamath Falls,OR,USA,2085,2085,2085
LNA,Palm Beach County Park,Lantana,FL,USA,2086,2086,2086
LNC,Lancaster,Lancaster,TX,USA,2087,2087,2087
LND,Hunt ,Lander,WY,USA,2088,2088,2088
LNK,Lincoln Municipal,Lincoln,NE,USA,2089,2089,2089
LNL,Kings Land O' Lakes,Land O' Lakes,WI,USA,2090,2090,2090
LNN,Lost Nation,Willoughby,OH,USA,2091,2091,2091
LNP,Lonesome Pine,Wise,VA,USA,2092,2092,2092
LNS,Lancaster,Lancaster,PA,USA,2093,2093,2093
LNY,Lanai,Lanai City,HI,USA,2094,2094,2094
LOL,Derby ,Lovelock,NV,USA,2095,2095,2095
LOT,Lewis University,Chicago/Romeoville,IL,USA,2096,2096,2096
LOU,Bowman ,Louisville,KY,USA,2097,2097,2097
LOZ,London-Corbin  Magee ,London,KY,USA,2098,2098,2098
LPC,Lompoc,Lompoc,CA,USA,2099,2099,2099
LPR,Lorain Co Regional,Lorain/Elyria,OH,USA,2100,2100,2100
LQK,Pickens County,Pickens,SC,USA,2101,2101,2101
LQR,Larned-Pawnee County,Larned,KS,USA,2102,2102,2102
LRD,Laredo International,Laredo,TX,USA,2103,2103,2103
LRG,Lincoln Regional,Lincoln,ME,USA,2104,2104,2104
LRJ,Le Mars Municipal,Le Mars,IA,USA,2105,2105,2105
LRU,Las Cruces International,Las Cruces,NM,USA,2106,2106,2106
LSB,Lordsburg Municipal,Lordsburg,NM,USA,2107,2107,2107
LSE,La Crosse Municipal,La Crosse,WI,USA,2108,2108,2108
LSK,Lusk Muni,Lusk,WY,USA,2109,2109,2109
LSN,Los Banos Municipal,Los Banos,CA,USA,2110,2110,2110
LUG,Ellington ,Lewisburg,TN,USA,2111,2111,2111
LUK,Cincinnati Muni-Lunken ,Cincinnati,OH,USA,2112,2112,2112
LUL,Hesler-Noble ,Laurel,MS,USA,2113,2113,2113
LUP,Kalaupapa,Kalaupapa,HI,USA,2114,2114,2114
LVJ,Clover ,Houston,TX,USA,2115,2115,2115
LVK,Livermore Municipal,Livermore,CA,USA,2116,2116,2116
LVM,Mission ,Livingston,MT,USA,2117,2117,2117
LVN,Airlake ,Minneapolis,MN,USA,2118,2118,2118
LVS,Las Vegas Municipal,Las Vegas,NM,USA,2119,2119,2119
LWB,Greenbrier Valley,Lewisburg,WV,USA,2120,2120,2120
LWC,Lawrence Municipal,Lawrence,KS,USA,2121,2121,2121
LWD,Lamoni Municipal,Lamoni,IA,USA,2122,2122,2122
LWL,Wells Municipal/Harriet ,Wells,NV,USA,2123,2123,2123
LWM,Lawrence Municipal,Lawrence,MA,USA,2124,2124,2124
LWS,Lewiston-Nez Perce County,Lewiston,ID,USA,2125,2125,2125
LWT,Lewistown Muni,Lewistown,MT,USA,2126,2126,2126
LWV,Lawrenceville-Vincennes Municipal,Lawrenceville,IL,USA,2127,2127,2127
LXL,Little Falls - Morrison County,Little Falls,MN,USA,2128,2128,2128
LXN,Lexington (Jim Kelly ),Lexington,NE,USA,2129,2129,2129
LXT,Lee's Summit Municipal,Lee's Summit,MO,USA,2130,2130,2130
LXV,Lake County,Leadville,CO,USA,2131,2131,2131
LXY,Mexia-Limestone County,Mexia,TX,USA,2132,2132,2132
LYH,Lynchburg Municipal-Preston Glenn ,Lynchburg,VA,USA,2133,2133,2133
LYO,Lyons-Rice County Municipal,Lyons,KS,USA,2134,2134,2134
LZU,Gwinnett County ,Lawrenceville,GA,USA,2135,2135,2135
M01,General Dewitt Spain,Memphis,TN,USA,2136,2136,2136
M02,Dickson Municipal,Dickson,TN,USA,2137,2137,2137
M03,Dennis F Cantrell ,Conway,AR,USA,2138,2138,2138
M04,Covington Municipal,Covington,TN,USA,2139,2139,2139
M05,Caruthersville Memorial,Caruthersville,MO,USA,2140,2140,2140
M08,William L. Whitehurst ,Bolivar,TN,USA,2141,2141,2141
M09,Piedmont Municipal,Piedmont,MO,USA,2142,2142,2142
M11,Copiah County,Crystal Springs,MS,USA,2143,2143,2143
M13,Poplarville-Pearl River County,Poplarville,MS,USA,2144,2144,2144
M15,Perry County,Linden,TN,USA,2145,2145,2145
M16,John Bell Williams,Raymond,MS,USA,2146,2146,2146
M17,Bolivar Municipal,Bolivar,MO,USA,2147,2147,2147
M18,Hope Municipal,Hope,AR,USA,2148,2148,2148
M19,Newport Municipal,Newport,AR,USA,2149,2149,2149
M21,Muhlenberg County,Greenville,KY,USA,2150,2150,2150
M22,Russellville Municipal,Russellville,AL,USA,2151,2151,2151
M23,James H. Easom ,Newton,MS,USA,2152,2152,2152
M24,Dean Griffin Memorial,Wiggins,MS,USA,2153,2153,2153
M25,Mayfield-Graves County,Mayfield,KY,USA,2154,2154,2154
M27,Waldron Municipal,Waldron,AR,USA,2155,2155,2155
M29,Hassel ,Clifton,TN,USA,2156,2156,2156
M30,Metropolis Municipal,Metropolis,IL,USA,2157,2157,2157
M32,Lake Village Municipal,Lake Village,AR,USA,2158,2158,2158
M33,Sumner County Regional,Gallatin,TN,USA,2159,2159,2159
M34,Kentucky Dam State Park,Gilbertsville,KY,USA,2160,2160,2160
M36,Frank Federer Memorial,Brinkley,AR,USA,2161,2161,2161
M37,Ruleville-Drew,Drew,MS,USA,2162,2162,2162
M39,Mena Intermountain Municipal,Mena,AR,USA,2163,2163,2163
M40,Monroe County,Aberdeen-Amory,MS,USA,2164,2164,2164
M41,Holly Springs-Marshall County,Holly Springs,MS,USA,2165,2165,2165
M43,Prentiss-Jefferson Davis County,Prentiss,MS,USA,2166,2166,2166
M44,Houston Municipal,Houston,MS,USA,2167,2167,2167
M46,Colstrip,Colstrip,MT,USA,2168,2168,2168
M48,Houston Memorial,Houston,MO,USA,2169,2169,2169
M52,Franklin-Wilkins,Lexington,TN,USA,2170,2170,2170
M53,Humboldt Municipal,Humboldt,TN,USA,2171,2171,2171
M54,Lebanon Municipal,Lebanon,TN,USA,2172,2172,2172
M58,Monett Municipal,Monett,MO,USA,2173,2173,2173
M59,Richton-Perry County,Richton,MS,USA,2174,2174,2174
M60,Woodruff County,Augusta,AR,USA,2175,2175,2175
M65,Wynne Municipal,Wynne,AR,USA,2176,2176,2176
M70,Pocahontas Municipal,Pocahontas,AR,USA,2177,2177,2177
M72,New Albany-Union County,New Albany,MS,USA,2178,2178,2178
M73,Almyra Municipal,Almyra,AR,USA,2179,2179,2179
M75,Malta,Malta,MT,USA,2180,2180,2180
M76,Picayune Municipal,Picayune,MS,USA,2181,2181,2181
M77,Howard County,Nashville,AR,USA,2182,2182,2182
M78,Malvern Municipal,Malvern,AR,USA,2183,2183,2183
